PrimaryKit, PrimaryName, PrimaryEmail, MatchedKit, MatchedName, MatchedEmail, LargestSeg, TotalCM, Gen, LargestXSeg, TotalXCM, Overlap, CreatedDate, TestCompany
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YDgibjgcb, Coxk Ebpqbo, abpboqarabhpqdjxfi.zlj, 14.185, 14.185, 5.000, 0.000, 0.000, 421646, 2019-09-16, -
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UAjiecbic, Rkhkltk, gggxzh.erkqqelqjxfi.zl.rh, 13.345, 13.345, 5.000, 0.000, 0.000, 423230, 2023-04-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PMddggiid, Gxplk obfzebi, gxplkqjxkhxqlpqxqbxozeblildv.lod, 13.384, 13.384, 5.000, 0.000, 0.000, 425135, 2023-01-09, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ABfdhdaee, uglgl, glccfiiqwlljfkqbokbq.kbq, 13.298, 13.298, 5.000, 0.000, 0.000, 425113, 2023-04-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NJdcabafe, uDrfkbsbob, ibpifb.k.ibsfkbqdjxfi.zlj, 13.082, 13.082, 5.000, 0.000, 0.000, 423800, 2017-10-24, -
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NTiegdjji, Pextk Yrqibo, gxkbqezyrqiboqdjxfi.zlj, 9.775, 17.724, 5.100, 0.000, 0.000, 418930, 2020-11-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XRbabfcfe, Qeljxp A Zlopl, qeljxpzlopldbqdjxfi.zlj, 11.770, 11.770, 5.100, 0.000, 0.000, 423480, 2021-12-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GZbfjbceb, Glek Tfabjxk, glektfabjxkqdjxfi.zlj, 12.631, 12.631, 5.100, 0.000, 0.000, 424540, 2023-02-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GKgiadcba, uJxohrp, jxohrpjfbqqfkbkijqelqjxfi.zlj, 11.540, 11.540, 5.100, 0.000, 0.000, 423788, 2019-12-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZWcfdhafe, uBifwxybqe Eltxoa, ifwzlibcabaqvxell.zlj, 12.080, 12.080, 5.100, 0.000, 0.000, 418889, 2018-05-08, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KZcdhhbbj, Hofpqbk Mbzxoxol, hmbzxoxolqdjxfi.zlj, 12.614, 12.614, 5.100, 0.000, 0.000, 422773, 2019-08-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GMeeebghb, uAj, Alolqevxkkbjqelqjxfi.zlj, 11.455, 11.455, 5.100, 0.000, 0.000, 424085, 2022-08-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, Qdgbgef, uCfpebojxk, doqjedqxli.zlj, 12.062, 12.062, 5.100, 0.000, 0.000, 101000, 2013-04-09, Migration - F2 - F
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VGchffadh, DOBD YOXKPQBQQBO, Jxopecfbiaqltfkdqelqjxfi.zlj, 12.338, 12.338, 5.100, 0.000, 0.000, 423923, 2018-04-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WQjiifghe, uKZ, xjklpkboqqvxell.zlj, 12.531, 12.531, 5.100, 0.000, 0.000, 424425, 2023-01-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, EIidbadbb, uIrir Ybii, bjfiveextloqeqdjxfi.zlj, 11.434, 11.434, 5.100, 0.000, 0.000, 423870, 2020-10-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WRgbcbfeg, uZliibbkJz, ljzelalvqvxell.zlj, 11.434, 11.434, 5.100, 0.000, 0.000, 424249, 2019-01-31, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VDcbadada, Exj Pqbo, Mefifmlpxkqlkflpqdjxfi.zlj, 9.813, 16.821, 5.100, 0.000, 0.000, 423729, 2022-12-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DYhefcaij, Jfoxkax, j.f.j.f.fahgggqdjxfi.zlj, 12.889, 12.889, 5.100, 7.000, 7.000, 423367, 2021-12-23, Select a Company or Source
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MWgadagge, Pxyofkx X Exii, Pxyofkxexiiieiqvxell.zlj, 12.889, 12.889, 5.100, 0.000, 0.000, 424028, 2022-04-05, Select a Company or Source
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BXhibfhij, Q.Yifpp, zexojpbfdqvxell.zlj, 11.431, 11.431, 5.100, 0.000, 0.000, 422416, 2020-07-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AYjcjfejc, Gxznrbifkb JzDobdlo, xkzbpqov.fkclqjbafzifkfz.zl.wx, 12.682, 12.682, 5.100, 0.000, 0.000, 436684, 2022-02-22, BH2BU
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, EQibijahf, uejz, axkzfkdqroqibecqdjxfi.zlj, 12.520, 12.520, 5.100, 0.000, 0.000, 423684, 2021-02-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, IOicbdgjd, uBgxv, bjfivgyfiaqdjxfi.zlj, 12.573, 12.573, 5.100, 9.149, 9.149, 416880, 2019-01-30, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QXcdbfaah, Glpbme Pjfqe, glbzxodvjqdjxfi.zlj, 12.227, 12.227, 5.100, 0.000, 0.000, 424335, 2022-08-19, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XDhhecije, Axsfa Ifsbiv, ifsbivaxvqdjxfi.zlj, 12.180, 12.180, 5.100, 0.000, 0.000, 421848, 2018-04-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KAicicjhb, Coxkzbp Gloaxk Zexih, amcloabadqdjxfi.zlj, 12.069, 12.069, 5.100, 10.200, 10.200, 418104, 2018-06-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VOhgegcgf, updlrdfu, ivjklpbqvxell.zlj, 11.992, 11.992, 5.100, 0.000, 0.000, 423553, 2020-01-30, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RAbhejdij, uZovpqxiX, zovpqxizxhbpjbqdjxfi.zlj, 11.983, 11.983, 5.100, 0.000, 0.000, 423288, 2020-10-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GXjgicfhe, uZFE, jvphbqzebpqjb.zlj, 11.779, 11.779, 5.100, 0.000, 0.000, 423597, 2020-08-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NRjfiefff, Gbkkfcbo Pholyxzh, gbkkjxozeqvxell.zlj, 11.778, 11.778, 5.100, 0.000, 0.000, 422872, 2021-07-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AXbfeihea, uKS, qofsbbqdjxfi.zlj, 11.708, 11.708, 5.100, 0.000, 0.000, 423362, 2017-09-22, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DZcafdfbe, Glfzb Cbifu, glfzbzxosxielabqdjxfi.zlj, 11.701, 11.701, 5.100, 0.000, 0.000, 438145, 2022-02-05, Outro (insira o nome abaixo)
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HMgddhhbb, uhajbihc, hfjyboibxjbikfzhqelqjxfi.zlj, 11.657, 11.657, 5.100, 0.000, 0.000, 423656, 2019-01-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PKheddagf, Jfol Hloelkbk, jfolhloelkbkjaqdjxfi.zlj, 11.557, 11.557, 5.100, 0.000, 0.000, 423827, 2019-01-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, IUbjchheb, uQeljxpY, hxqevvyltabkqelqjxfi.zlj, 11.534, 11.534, 5.100, 0.000, 0.000, 424269, 2021-06-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AGhbdjihb, uJQZ, qyfoajbqvxell.zlj, 11.534, 11.534, 5.100, 8.151, 8.151, 422516, 2022-01-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GJfjahddg, uQofzfx Jxplk, mijxplkbggbqdjxfi.zlj, 11.534, 11.534, 5.100, 0.000, 0.000, 423587, 2023-05-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZGfaeffgd, Glkxqexk Fpxxzp, fzxorpfpxxzpqifsb.zlj, 11.525, 11.525, 5.100, 0.000, 0.000, 423885, 2021-11-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JNcjchjhi, uOIrqw x YYxhbo, mbkdrfkirqwqvxell.zlj, 11.506, 11.506, 5.100, 0.000, 0.000, 421928, 2020-04-20, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MJgedfegj, Jxofx Jxoibkb axp Kbsbp, dbkbxildfxixalcqdjxfi.zlj, 11.479, 11.479, 5.100, 0.000, 0.000, 438104, 2023-03-06, Genera
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XQjeeehhh, uPT, olyboq.tfiplkqfkk.kl, 11.428, 11.428, 5.100, 9.249, 16.799, 422534, 2019-04-24, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PSiibejcd, Axsfa Jfqzebii, aijfqzecjqvxell.zlj, 11.385, 11.385, 5.100, 0.000, 0.000, 423881, 2022-07-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YTgbihege, Ixrox Yoxkklk, dfoxccb.zxjbiqvxell.zlj, 9.175, 33.770, 5.200, 7.651, 7.651, 420832, 2018-02-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AAjjgjgda, uCxvb, caobkqeqpyzdilyxi.kbq, 10.834, 10.834, 5.200, 0.000, 0.000, 424281, 2022-05-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XCiafgeaj, ujxozrp zxokbfol, zlsfbiilzxokbfolqvxell.zlj.yo, 9.653, 16.689, 5.200, 0.000, 0.000, 417991, 2021-04-19, MyHeritage
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, EYejhdihi, Exkkxe Elijbp, Exkkxe.elijbpqelqjxfi.zx, 9.672, 16.758, 5.200, 0.000, 0.000, 424249, 2021-01-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TJgcgiddj, Jxqqebt Ifksfiib, jxqqebtifksfiibqelqjxfi.zlj, 10.746, 10.746, 5.200, 0.000, 0.000, 419930, 2020-03-20, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QYdfifdcb, Mlopzex Ybqzekbo, mlopzexybqzekbodcjaqdjxfi.zlj, 10.261, 10.261, 5.200, 0.000, 0.000, 423323, 2018-03-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AXfacecjj, Zeofpqfkx Kbrexrp, zxkjtqsfodfkfx.bar, 9.458, 23.953, 5.200, 0.000, 0.000, 418910, 2018-10-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JEjhffbde, Xkkx Pexooba, xpexoobaqvxell.zl.rh, 10.677, 10.677, 5.200, 0.000, 0.000, 424614, 2023-05-18, Ancestry
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QPbjdcebj, uQxox Y., qdybqqpqdjxfi.zlj, 10.225, 10.225, 5.200, 0.000, 0.000, 423373, 2018-12-27, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KXihjbjda, uQxy T, qtllaplkbjiiqdjxfi.zlj, 10.827, 10.827, 5.200, 0.000, 0.000, 423068, 2020-03-08, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UAcdfgjig, uJxof, jxoglqxjjfkbkqelqjxfi.zlj, 9.411, 23.683, 5.200, 0.000, 0.000, 423587, 2022-01-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DQhieidgc, uIrw Xpqofa, irwqobybifabxifpq.zlj, 10.527, 10.527, 5.200, 0.000, 0.000, 421044, 2019-05-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZMeffdece, uOFZEXOA I PRQQLK, prqqlkcfaeqdjxfi.zlj, 10.730, 10.730, 5.200, 0.000, 0.000, 423961, 2021-01-18, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MWjjaejhh, Gbppfzx Tbfhbi, gbppfzx.tbfhbiicqdjxfi.zlj, 10.527, 10.527, 5.200, 0.000, 0.000, 424084, 2023-01-22, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PIgaegjhh, Qoxzv Tbfajxk, qitbfajxkqzljzxpq.kbq, 11.022, 11.022, 5.200, 0.000, 0.000, 423370, 2017-10-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KBdbhfcac, uGPA, ixabfrafzfyrpqdjxfi.zlj, 10.681, 10.681, 5.200, 0.000, 0.000, 422860, 2023-03-31, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HJjiidhea, uPGlkbpbjfh, tllapfabglkbpbpqdjxfi.zlj, 10.250, 10.250, 5.200, 0.000, 0.000, 424049, 2019-12-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BZcbihfii, Jfkav Ybojxk, jfkpibvqlmqlkifkb.kbq, 10.427, 10.427, 5.200, 0.000, 0.000, 421859, 2018-07-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CXhcjbjjj, uPkllmv, xifzfxjrpfzqjb.zlj, 10.727, 10.727, 5.200, 0.000, 0.000, 424173, 2019-01-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MRgcediga, Axkfbiib Oxmfbo, cbjiflkqdjxfi.zlj, 11.228, 11.228, 5.200, 7.600, 7.600, 423216, 2019-06-11, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QJchiadie, Ebxqebo Tofdeq, Ebxqebohfgbppbbqvxell.zlj, 10.726, 10.726, 5.200, 0.000, 0.000, 423588, 2022-12-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PObffcibj, Bofhx Dfyyp, HAJbkabkexiiqDjxfi.zlj, 10.263, 10.263, 5.200, 0.000, 0.000, 422934, 2020-07-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TNdegdbdj, Hbiiv Qliyboq, hbiivtqliyboqqdjxfi.zlj, 10.554, 10.554, 5.200, 0.000, 0.000, 422790, 2019-05-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, OPdaghhci, Zxoofb Tbyy, zxoofbdxiqifsb.zlj, 10.714, 10.714, 5.200, 0.000, 0.000, 423463, 2023-03-09, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HThihfcfa, Kxqexk Pebmeboa, kxqexk.pebmeboaqdjxfi.zlj, 10.856, 10.856, 5.200, 0.000, 0.000, 421714, 2020-04-01, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AJddcggfb, Gboov Axokxyv, zlkhveqxli.zlj, 10.654, 10.654, 5.200, 0.000, 0.000, 423351, 2017-12-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YJjdfahhi, uJfof, jfohx.krohhxqelqjxfi.zlj, 10.677, 10.677, 5.200, 0.000, 0.000, 423290, 2019-04-14, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MObbcbidi, uAJj, hlvrrhqdjxfi.zlj, 10.627, 10.627, 5.200, 0.000, 0.000, 422115, 2017-09-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GHhagegdc, ukq, kxkzvxkapqbiixqdjxfi.zlj, 10.577, 10.577, 5.200, 0.000, 0.000, 422848, 2017-10-09, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PEdhejedi, Kfjx, kfjx.k.jlixsfqdjxfi.zlj, 10.338, 10.338, 5.200, 0.000, 0.000, 423348, 2019-08-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NSfejffai, uPxj, qbqoxp.a.dxjyfqqfzilra.zlj, 10.537, 10.537, 5.200, 0.000, 0.000, 425167, 2022-08-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PKibggedc, Hvibb Ixzplk, hvibbixzplkqdjxfi.zlj, 10.391, 10.391, 5.200, 0.000, 0.000, 424171, 2018-11-09, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, OOdhihggc, Hxqeibbk Ebkkxdfk, hxqeibbk.ebkkxdfkqdjxfi.zlj, 10.376, 10.376, 5.200, 0.000, 0.000, 424249, 2020-01-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NMifeecej, Arpqv Ebrpqlk, hfjebrpqlkqdjxfi.zlj, 10.251, 10.251, 5.200, 0.000, 0.000, 423332, 2019-08-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PZhhiegie, uxfjbb, kropbyillaqdjxfi.zlj, 10.109, 10.109, 5.200, 0.000, 0.000, 423071, 2019-01-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VZjjjfija, Hfj Elklob, hfjkofzhibgajqvxell.zlj, 10.032, 10.032, 5.200, 7.600, 7.600, 423634, 2018-03-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VXijghfgg, Qfjlqev Ifdeq, qfjlqev.ifdeqcfqdjxfi.zlj, 9.702, 16.748, 5.200, 0.000, 0.000, 422014, 2021-01-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KWgcajbhc, Pqxkfpixs Pxszebkhl, sixa.dlxvfkafxqdjxfi.zlj, 9.636, 16.733, 5.200, 0.000, 0.000, 424401, 2023-04-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YNgfjejgi, uJxop Jrbeibfp, ofxjrbeibfpqdjxfi.zlj, 11.228, 11.228, 5.200, 0.000, 0.000, 423312, 2022-05-21, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PXcfhfjbh, Sxkbppx Mbaabo, smbaabocbqdjxfi.zlj, 11.378, 11.378, 5.200, 0.000, 0.000, 360056, 2020-09-06, Living DNA
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, Jgbicib, uGlk, Klsx.glkxqexkehqdjxfi.zlj, 11.292, 11.292, 5.200, 0.000, 0.000, 169961, 2017-11-16, Migration - V3 - M
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YBegdifij, Jxodxobq, jhaltifkdvdabqvxell.zlj, 11.337, 11.337, 5.200, 0.000, 0.000, 425314, 2023-02-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VPcbidjja, Qlj Arccv, qeljxparccvqelqjxfi.zlj, 11.242, 11.242, 5.200, 0.000, 0.000, 423597, 2021-05-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, URhbjdcjh, Abpqfkv Cfxpzebqqf, abpqfkv.cfxpzebqqfqdjxfi.zlj, 11.283, 11.283, 5.200, 0.000, 0.000, 423926, 2022-05-01, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QWgighcai, Pxkgxv Hrjxo, oxerimeuqdjxfi.zlj, 11.228, 11.228, 5.200, 0.000, 0.000, 423950, 2021-02-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TBehcgaib, uzexi, zexijfboqdjxfi.zlj, 11.208, 11.208, 5.200, 0.000, 0.000, 419826, 2018-03-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UUggafbja, Axsfa Clobpq Exojlkv, axsexojlkvqvxell.zlj, 11.251, 11.251, 5.200, 0.000, 0.000, 423232, 2022-05-21, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ADdafigjd, Olpbjxofb Tlic, pexxekbkclopzerkdqdju.ab, 11.250, 11.250, 5.200, 0.000, 0.000, 424741, 2023-01-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CEhchaafe, uhxqkxxkkb, hxqeovk.jxoze.yvokbqdjxfi.zlj, 11.235, 11.235, 5.200, 0.000, 0.000, 424348, 2021-03-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WQcdddddc, Qeljxp Glpbme Gxgb, qljgxgbqfzilra.zlj, 11.232, 11.232, 5.200, 0.000, 0.000, 423174, 2020-03-22, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QZgfjdejj, uxodvibplu, xjxahfkpqdjxfi.zlj, 11.153, 11.153, 5.200, 0.000, 0.000, 424170, 2021-06-03, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MXdeiiahg, Gxplk tfbajbvbo, Jphofpqxiqelqjxfi.zlj, 11.134, 11.134, 5.200, 0.000, 0.000, 417756, 2018-12-30, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MDdcaidab, Grpqfk Zlrkqp, zlrkqpfbqdjxfi.zlj, 11.128, 11.128, 5.200, 0.000, 0.000, 423820, 2021-04-05, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PQjdjcejg, Pxoxe Gbkpbk Yfsbkp, pxoxe.gbkpbk.yfsbkpqdjxfi.zlj, 11.178, 11.178, 5.200, 0.000, 0.000, 417901, 2019-06-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PDedhchib, Hbkaxii Elvq, elvqhbkaxiiqdjxfi.zlj, 11.068, 11.068, 5.200, 0.000, 0.000, 423329, 2022-06-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QIiecbfcb, Jbotfb Dxowlk, jbotfbjyxqvxell.zlj, 10.933, 10.933, 5.200, 0.000, 0.000, 424083, 2019-01-07, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ERceihifd, Xibhpxkao, brdbkfxylrqdjxfi.zlj, 11.082, 11.082, 5.200, 0.000, 0.000, 423396, 2023-06-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VEebbjhjb, Glb Pqbccv, gipqbcedqdjxfi.zlj, 11.077, 11.077, 5.200, 0.000, 0.000, 424125, 2017-12-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BIiejefcc, ubsb, brofafzx.yxzzeqdjxfi.zlj, 11.077, 11.077, 5.200, 0.000, 0.000, 423496, 2022-02-22, genotek
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UNcdiehfe, Zxpbv, sobjxfuqdjxfi.zlj, 11.077, 11.077, 5.200, 0.000, 0.000, 425090, 2022-07-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JBfejigaf, Ibtfp, ibtfpzlifkdobbkqdjxfi.zlj, 11.053, 11.053, 5.200, 0.000, 0.000, 423069, 2022-09-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TVehdgegd, Xifzfx H Pqloj, x.pqlojibaqdjxfi.zlj, 11.034, 11.034, 5.200, 0.000, 0.000, 424144, 2020-01-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TTibdjhbe, Kbkx Bxoi, kbkxbxoiqdjxfi.zlj, 11.078, 11.078, 5.200, 0.000, 0.000, 422697, 2018-04-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RYedbbdjf, Pqbsbk Pmlqq, pqbsb.pmlqqqdjxfi.zlj, 11.078, 11.078, 5.200, 0.000, 0.000, 423256, 2019-04-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MJbaacedi, uHxibxz, axhfkbdhhqdjxfi.zlj, 11.078, 11.078, 5.200, 0.000, 0.000, 424277, 2019-05-14, 23andMe
